searchTerms,title,snippet,link,rank
flights to amsterdam,Flights to Amsterdam (AMS) | KLM Amsterdam tickets from USD 295 ...,"Jan 5, 2020 ... Find the best ticket deals for flights to Amsterdam now. Book your cheap 
Amsterdam trip with KLM and enjoy our convenient departure and ...",https://www.klm.com/en-us/flights-to-amsterdam,8
flights to amsterdam,Cheap Flights & Tickets to Amsterdam (AMS) | Icelandair,"Great deals on Icelandair flights to Amsterdam from New York, Chicago, San 
Francisco and other cities in the US. Visit us and book low-cost flights with ...",https://www.icelandair.com/flights/amsterdam/,9
flights to amsterdam,Flights to Amsterdam - Get United's Best Fares Today - United Airlines,"Find flights to Amsterdam with United. Discover a modern travel experience 
featuring premium cabins and speedy Wi-Fi.",https://www.united.com/en-us/flights-to-amsterdam,10
flights to antalya,"Cheap Flights to Antalya, Antalya (AYT Airport) $685 in 2020 | Expedia","Looking for cheap flights to Antalya from airlines such as American Airlines, Delta
, United, JetBlue, Frontier, and more? Compare prices on Expedia to get the ...",https://www.expedia.com/Cheap-Flights-To-Antalya.d6046791.Travel-Guide-Flights,1
flights to antalya,$472 Cheap Flights to Antalya in 2020 | Skyscanner,"Find cheap flights to Antalya (AYT) in 2019 using Skyscanner's flight comparison 
tool. We compare all major airlines and travel agents for flights to Antalya with ...",https://www.skyscanner.com/flights-to/ayt/cheap-flights-to-antalya-airport.html,2
flights to antalya,Cheap Flights to Antalya (AYT) from $699 - KAYAK,"Find flights to Antalya on Aeroflot, SWISS, Turkish Airlines and more. Fly round-
trip from New York from $699, from San Francisco from $931, from Los Angeles ...",https://www.kayak.com/flight-routes/United-States-US0/Antalya-AYT,3
flights to antalya,"Cheap Flights to Antalya, Turkey - Search Deals on Airfare to ...","Looking for cheap flights to Antalya, Turkey from your destination? Search for 
airfare and flight ticket deals at cheapflights.com and book your next flight today.",https://www.cheapflights.com/flights-to-antalya/,4
flights to antalya,Cheap Flights to Antalya (AYT) from £64 Return | Antalya Flights ...,"Flights to Antalya. We compare all major airlines and travel agents for cheap 
Antalya flights. Search and Save now at Skyscanner.net.",https://www.skyscanner.net/flights-to/ayt/cheap-flights-to-antalya-airport.html,5
flights to antalya,Cheap flights to Antalya for £28.99 or less - easyJet.com,"from London Gatwick, one way in October. Over 50 seats as at 25/03. Search 
more cheap flights to Antalya from other airports at our travel guide pages.",http://www.easyjet.com/en/cheap-flights/turkey/antalya,6
flights to antalya,"Cheap flights to Antalya from £39 - Book trips to Antalya, Turkey with ...","Are you looking for a flight to Antalya? Use the Opodo flight comparison tool to 
find the cheapest Antalya flights and last minute deals!",https://www.opodo.co.uk/flights/antalya/AYT/,7
flights to antalya,Flights to Antalya from £95 | Cheap Antalya flights | lastminute.com,"Flights to Antalya. Find cheap flights to Antalya. Book your flight and save money 
with lastminute.com.",https://www.lastminute.com/flights/antalya,8
flights to antalya,Direct flights from Antalya (AYT),"This direct flight takes around 7 hours and 30 minutes and is operated by Azur Air
. Airlines flying from Antalya. In total there are 40 airlines flying from and to ...",https://www.flightconnections.com/flights-from-antalya-ayt,9
flights to antalya,Cheap Flights to Antalya (AYT) from £132 - KAYAK,"Find flights to Antalya on Jet2, Pegasus Airlines, SunExpress and more. Fly 
return from London from £132, from Birmingham from £144, from Manchester 
from ...",https://www.kayak.co.uk/flight-routes/United-Kingdom-GB0/Antalya-AYT,10
flights to denpasar,Cheap Flights to Denpasar (DPS) from $587 - KAYAK,"Booking a flight to Denpasar is step one of making that dream come true. Flights 
to Bali will certainly pass through Ngurah Rai International Airport (DPS) near ...",https://www.kayak.com/flight-routes/United-States-US0/Denpasar-Bali-Ngurah-Rai-DPS,1
flights to denpasar,"$52 Flights to Denpasar, Indonesia (DPS) - Tripadvisor","Ticket prices and seat availability change rapidly and cannot be guaranteed. 
Popular airlines flying to Denpasar Bali. What Tripadvisor travelers are saying 
about ...",https://www.tripadvisor.com/Flights-g297694-Denpasar_Bali-Cheap_Discount_Airfares.html,2
flights to denpasar,"$381 - Cheap Flights to Bali, Indonesia in 2020 | Expedia","Looking for cheap one way flights ($381) to Bali from airlines such as American 
Airlines, Delta, United, JetBlue, Frontier, and more? Compare prices on Expedia
 ...",https://www.expedia.com/Cheap-Flights-To-Bali.d602651.Travel-Guide-Flights,3
flights to denpasar,Cheap Flights to Bali from $413 in 2020 | Skyscanner,"Compare cheap flights to Bali on major airlines and online travel agencies. Find 
flights up to 15% off the average ticket price and book with no added fees today.",https://www.skyscanner.com/flights-to/dps/cheap-flights-to-bali-(denpasar)-airport.html,4
flights to denpasar,Cheap Flights to Denpasar (DPS) from $566 | momondo,"Our data shows that the cheapest Denpasar flights are usually those with 
afternoon departure times. morning flights are often costlier. Denpasar flight 
deals found ...",https://www.momondo.com/flights/denpasar-bali,5
flights to denpasar,"Airlines That Fly to Bali (Denpasar), DPS | Skyscanner","To book a cheap flight to Bali (Denpasar), choose from the list of flights to Bali (
Denpasar) below, or use the links at the side of the page to browse for more flight
 ...",https://www.skyscanner.com/flights-to/dps/airlines-that-fly-to-bali-(denpasar)-airport.html,6
flights to denpasar,Cheap Flights to Bali (Denpasar) (DPS) from £408 | Bali (Denpasar ...,"Looking for Flights to Bali (Denpasar) Airport? We compare all major airlines and 
travel agents for cheap Bali (Denpasar) flights. Search and Save now at ...",https://www.skyscanner.net/flights-to/dps/cheap-flights-to-bali-(denpasar)-airport.html,7
flights to denpasar,Flights to Bali (Denpasar) - Get United's Best Fares Today - United ...,"Find flights to Bali (Denpasar) with United. Discover a modern travel experience 
featuring premium cabins and speedy Wi-Fi.",https://www.united.com/en-us/flights-to-bali-denpasar,8
flights to denpasar,Flights to Bali (Denpasar) (DPS) | Cathay Pacific,"Book your flights to Denpasar with Cathay Pacific and enjoy reclining seating, in-
flight entertainment and excellent on-board service. Things to do in Denpasar.",https://www.cathaypacific.com/destinations/en_US/flights-to-denpasar-bali,9
flights to denpasar, Flights to Bali (Denpasar) (DPS) | EVA Air,"Looking for Best Fare Flights to Bali (Denpasar)? Book EVA Air's Deals and Fly 
with a 5-Star Airline Certified by SKYTRAX ✈️ Start Your Ultimate Bali ...",https://flights.evaair.com/en-us/flights-to-denpasar,10
flights to osaka,"$87 Flights to Osaka, Japan (OSA) - Tripadvisor","Book Cheap Flights to Osaka: Search and compare airfares on Tripadvisor to find 
the best flights for your trip to Osaka. Choose the best airline for you by reading ...",https://www.tripadvisor.com/Flights-g298566-Osaka_Osaka_Prefecture_Kinki-Cheap_Discount_Airfares.html,1
flights to osaka,"Cheap Flights to Osaka, Osaka (KIX & ITM Airports) $378 in 2020 ...","Looking for cheap flights to Osaka from airlines such as American Airlines, Delta, 
United, JetBlue, Frontier, and more? Compare prices on Expedia to get the ...",https://www.expedia.com/Cheap-Flights-To-Osaka.d179897.Travel-Guide-Flights,2
flights to osaka,$445 Cheap Flights to Osaka in 2020 | Skyscanner,"Looking for cheap flights to Osaka? Compare prices from hundreds of major 
airlines Delta, United, American, etc. & travel agencies for cheap Osaka flights.",https://www.skyscanner.com/flights-to/osaa/cheap-flights-to-osaka.html,3
flights to osaka,Cheap Flights to Osaka Kansai Intl (KIX) from $454 - KAYAK,"Find flights to Osaka on AirAsia X, Japan Airlines, Korean Air and more. Fly round
-trip from Honolulu from $454, from Orlando from $569, from Raleigh from $598 ...",https://www.kayak.com/flight-routes/United-States-US0/Osaka-Kansai-Intl-KIX,4
flights to osaka,"Cheap Flights to Osaka, Japan - Search Deals on Airfare to Osaka ...","Looking for cheap flights to Osaka, Japan from your destination? Search for 
airfare and flight ticket deals at cheapflights.com and book your next flight today.",https://www.cheapflights.com/flights-to-osaka/,5
flights to osaka,Flights to Osaka - Get United's Best Fares Today - United Airlines,"Fly to Osaka, Japan, with United Airlines from over 200 airports within the United 
States and an additional 100 airports internationally.",https://www.united.com/en-us/flights-to-osaka-1,6
flights to osaka,Cheap Flights to Osaka (OSA) from $368 | momondo,"What is the cheapest time of day to fly to Osaka? On average you can find the 
best deals on plane tickets to Osaka when looking for flights with afternoon 
departure ...",https://www.momondo.com/flights/osaka,7
flights to osaka,Find flights to Osaka - American Airlines,"Find low-fare American Airlines flights to Osaka. Enjoy our travel experience and 
great prices. Book the lowest fares on Osaka flights today!",https://www.aa.com/en-us/flights-to-osaka-1,8
flights to osaka,"Flights to Osaka, Japan : Best Fare Guarantee on Plane Tickets : Delta","Explore a multitude of museums, castles and temples in the second largest city in 
Japan. Find Delta flights to Osaka, a center for commerce and trade.",https://www.delta.com/us/en/flight-deals/asia-flights/flights-to-osaka,9
flights to osaka,Cheap flights to Osaka from C$416 | Skyscanner,"Find cheap flights to Osaka with Skyscanner. By comparing over 1200 sites, we 
find you the cheapest flights and best deals.",https://www.skyscanner.ca/flights-to/osaa/cheap-flights-to-osaka.html,10
flights to los angeles,"$27 Flights to Los Angeles, California (LAX) - Tripadvisor","Book Cheap Flights to Los Angeles: Search and compare airfares on Tripadvisor 
to find the best flights for your trip to Los Angeles. Choose the best airline for ...",https://www.tripadvisor.com/Flights-g32655-Los_Angeles_California-Cheap_Discount_Airfares.html,1
flights to los angeles,"Cheap Flights to Los Angeles, California $37 in 2020 | Expedia","Fly to Los Angeles to experience the attractions of Hollywood and world-class 
theme parks like Disneyland and Universal Studios Hollywood. Reserve your 
flight ...",https://www.expedia.com/Cheap-Flights-To-Los-Angeles.d178280.Travel-Guide-Flights,2
flights to los angeles,Cheap Flights to Los Angeles (LAX) from $27 - KAYAK,"Enter your preferred departure airport and travel dates into the search form above 
to unlock the latest Los Angeles flight deals. One of the easiest ways to get from ...",https://www.kayak.com/flight-routes/United-States-US0/Los-Angeles-LAX,3
flights to los angeles,"Cheap Flights to Los Angeles, California (CA) - Search Deals on ...","Looking for cheap flights to Los Angeles, California (CA) from your destination? 
Search for airfare and flight ticket deals at cheapflights.com and book your next ...",https://www.cheapflights.com/flights-to-los-angeles/,4
flights to los angeles,Cheap Flights to Los Angeles (LAX) from $26 in 2020 | Skyscanner,"Book cheap flights to Los Angeles (LAX) with Skyscanner's free flight search 
across major airlines American, jetBlue, Delta & more. Search non-stop tickets to
 ...",https://www.skyscanner.com/flights-to/lax/cheap-flights-to-los-angeles-international-airport.html,5
flights to los angeles,Cheap Los Angeles Flights as Low as $14 | Travelocity,"Searching for flights to Los Angeles? As COVID-19 disrupts travel, a few airlines 
are offering WAIVING CHANGE FEE for new bookings.",https://www.travelocity.com/Cheap-Flights-To-Los-Angeles.d178280.Travel-Guide-Flights,6
flights to los angeles,$65 Flights to Los Angeles (LAX) in 2020 - Save up to 40% | Hotwire,"Looking for cheap flights to Los Angeles? Browse through our last minute LAX 
flights and save up to 40% with our hot rate flight deals. Book with Hotwire today!",https://www.hotwire.com/Cheap-Flights-To-Los-Angeles.d178280.Travel-Guide-Flights,7
flights to los angeles,Flights to Los Angeles - Get United's Best Fares Today - United ...,"Find flights to Los Angeles with United. Discover a modern travel experience 
featuring premium cabins and speedy Wi-Fi.",https://www.united.com/en-us/flights-to-los-angeles,8
flights to los angeles,Cheap flights to Los Angeles from $19 - Jetcost,"Best flight deals to Los Angeles. Find the cheapest flights to Los Angeles with 
Jetcost. Book your plane ticket to Los Angeles in seconds: Jetcost compares for ...",https://us.jetcost.com/en/flights/los-angeles/LAX,9
flights to los angeles,LAX Official Site | Welcome to Los Angeles International Airport,"LAX Official Website | Live flight times and updates, arrivals and departures, 
news, advice, maps, traffic and parking | Los Angeles International Airport.",https://www.flylax.com/,10
flights to vienna,"$44 Flights to Vienna, Austria (VIE) - Tripadvisor","Book Cheap Flights to Vienna: Search and compare airfares on Tripadvisor to 
find the best flights for your trip to Vienna. Choose the best airline for you by ...",https://www.tripadvisor.com/Flights-g190454-Vienna-Cheap_Discount_Airfares.html,1
flights to vienna,Cheap flights to Vienna | Skyscanner,"Find cheap flights to Vienna (VIE) in 2019 using Skyscanner's flight comparison 
tool. We compare all major airlines and travel agents for flights to Vienna with no
 ...",https://www.skyscanner.com/flights-to/vie/cheap-flights-to-vienna-airport.html,2
flights to vienna,Cheap Flights to Vienna (VIE) from $370 - KAYAK,"Find flights to Vienna on Turkish Airlines, TAP AIR PORTUGAL, Austrian Airlines 
and more. Fly round-trip from Boston from $370, from Washington from $420, ...",https://www.kayak.com/flight-routes/United-States-US0/Vienna-Intl-VIE,3
flights to vienna,"Cheap Flights to Vienna, Vienna (VIE Airport) $474 in 2020 | Expedia","Looking for cheap flights to Vienna from airlines such as American Airlines, Delta, 
United, JetBlue, Frontier, and more? Compare prices on Expedia to get the ...",https://www.expedia.com/Cheap-Flights-To-Vienna.d178316.Travel-Guide-Flights,4
flights to vienna,"Cheap Flights to Vienna, Austria - Search Deals on Airfare to Vienna ...","Looking for cheap flights to Vienna, Austria from your destination? Search for 
airfare and flight ticket deals at cheapflights.com and book your next flight today.",https://www.cheapflights.com/flights-to-vienna/,5
flights to vienna,Cheap flights to Vienna VIE from 245 $ | Austrian (OS),"Visit Vienna, the hometown of Austrian Airlines, and enjoy a flight to the “City of 
Music“ on the Blue Danube. Book online or mobile today!",https://www.austrian.com/en_us/flight-to-vienna.html,6
flights to vienna,Direct flights from Vienna (VIE),"Vienna Airport has non-stop passenger flights scheduled to 226 destinations in 
66 countries. At present, there are 4 domestic flights from Vienna. The longest 
flight ...",https://www.flightconnections.com/flights-from-vienna-vie,7
flights to vienna,Cheap Flights to Vienna Airport (VIE) from £40 Return | Vienna ...,"Flights to Vienna. We compare all major airlines and travel agents for cheap 
Vienna flights. Search and Save now at Skyscanner.net.",https://www.skyscanner.net/flights-to/vie/cheap-flights-to-vienna-airport.html,8
flights to vienna,Flights to Vienna - Get United's Best Fares Today - United Airlines,"Find flights to Vienna with United. Discover a modern travel experience featuring 
premium cabins and speedy Wi-Fi.",https://www.united.com/en-us/flights-to-vienna,9
flights to vienna,Cheap flights to Vienna for £24.99 or less - easyJet.com,"from Bristol, one way in April. Over 50 seats as at 23/03. Search more cheap 
flights to Vienna from other airports at our travel guide pages.",http://www.easyjet.com/en/cheap-flights/austria/vienna,10
flights to berlin,"$58 Flights to Berlin, Germany (BER) - Tripadvisor","Book Cheap Flights to Berlin: Search and compare airfares on Tripadvisor to find 
the best flights for your trip to Berlin. Choose the best airline for you by reading ...",https://www.tripadvisor.com/Flights-g187323-Berlin-Cheap_Discount_Airfares.html,1
flights to berlin,Cheap Flights to Berlin (BER) from $504 - KAYAK,"If you have a flight to Berlin, chances are you'll fly into one of two airports: Berlin 
Tegel (TXL) in northwest Berlin, or Berlin Schönefeld (SXF) in the southeast. 
Berlin ...",https://www.kayak.com/flight-routes/United-States-US0/Berlin-BER,2
flights to berlin,$308 Cheap Flights to Berlin in 2020 | Skyscanner,"The smaller Berlin Schoenefeld Airport (SXF) is the other international hub, 
located 11 miles southeast of Berlin's center. Flights to Berlin. Berlin Tegel Airport 
is ...",https://www.skyscanner.com/flights-to/berl/cheap-flights-to-berlin.html,3
flights to berlin,"Cheap Flights to Berlin, Brandenburg Region (TXL Airport) $484 in ...","Looking for cheap flights to Berlin from airlines such as American Airlines, Delta, 
United, JetBlue, Frontier, and more? Compare prices on Expedia to get the best ...",https://www.expedia.com/Cheap-Flights-To-Berlin.d179892.Travel-Guide-Flights,4
flights to berlin,"Cheap Flights to Berlin, Germany - Search Deals on Airfare to Berlin ...","Looking for cheap flights to Berlin, Germany from your destination? Search for 
airfare and flight ticket deals at cheapflights.com and book your next flight today.",https://www.cheapflights.com/flights-to-berlin/,5
flights to berlin,Cheap Flights to Berlin from £52 Return in 2020 | Skyscanner,"Book your next city break in Berlin now. Find cheap hotels in Berlin and book 
your cheap flights to Berlin today with Skyscanner.",https://www.skyscanner.net/flights-to/berl/cheap-flights-to-berlin.html,6
flights to berlin,"Flights to Berlin, Germany : Best Fare Guarantee on Plane Tickets ...","Encounter the latest in music, fashion and art after a Delta flight to Berlin. 
Experience the luxuries of a modern city steeped in history.",https://www.delta.com/us/en/flight-deals/europe-flights/flights-to-berlin,7
flights to berlin,Cheap flights to Berlin Schoenefeld for £20.99 or less - easyJet.com,"from Liverpool, one way in May. Over 50 seats as at 01/04. Search more cheap 
flights to Berlin Schoenefeld from other airports at our travel guide pages.",http://www.easyjet.com/en/cheap-flights/germany/berlin,8
flights to berlin,Find flights to Berlin - American Airlines,"Find low-fare American Airlines flights to Berlin. Enjoy our travel experience and 
great prices. Book the lowest fares on Berlin flights today!",https://www.aa.com/en-us/flights-to-berlin,9
flights to berlin,Flights to Berlin - Get United's Best Fares Today - United Airlines,"Find flights to Berlin with United. Discover a modern travel experience featuring 
premium cabins and speedy Wi-Fi.",https://www.united.com/en-us/flights-to-berlin,10
flights to madrid,"$78 Flights to Madrid, Spain (MAD) - Tripadvisor","Book Cheap Flights to Madrid: Search and compare airfares on Tripadvisor to 
find the best flights for your trip to Madrid. Choose the best airline for you by ...",https://www.tripadvisor.com/Flights-g187514-Madrid-Cheap_Discount_Airfares.html,1
flights to madrid,Cheap flights to Madrid from $ 353 on Iberia,"Fligths to Madrid (MAD) with Iberia. Consult our best offers to Madrid (MAD) and 
purchase your tickets with the assurance offered by Iberia.com USA.",https://www.iberia.com/us/cheap-flights/Madrid/,2
flights to madrid,"Cheap Flights to Madrid, Community of Madrid (MAD Airport) $220 ...","Looking for cheap flights to Madrid from airlines such as American Airlines, Delta, 
United, JetBlue, Frontier, and more? Compare prices on Expedia to get the ...",https://www.expedia.com/Cheap-Flights-To-Madrid.d178281.Travel-Guide-Flights,3
flights to madrid,Cheap Flights to Madrid (MAD) from $204 - KAYAK,"For passengers wanting to catch up on sleep before a connecting flight or for 
those who don't want to risk missing an early plane, the Madrid-Barajas Airport ...",https://www.kayak.com/flight-routes/United-States-US0/Madrid-Barajas-MAD,4
flights to madrid,$191 Cheap Flights to Madrid in 2020 | Skyscanner,"Compare Cheap Flights to Madrid. Find flight deals on major airlines KLM, 
Norwegian, Delta, British Airways & more. Madrid is the heart of culture and ...",https://www.skyscanner.com/flights-to/mad/cheap-flights-to-madrid-airport.html,5
flights to madrid,"Cheap Flights to Madrid, Spain - Search Deals on Airfare to Madrid ...","It's Madrid's biggest holiday and will force the prices of flights and 
accommodation to skyrocket so be sure to secure your flight tickets as early as 
possible. Off ...",https://www.cheapflights.com/flights-to-madrid/,6
flights to madrid,"Cheap Madrid Flights, 2020 MAD Airfare @ $189 | Travelocity","Looking for cheap flights to Madrid, Community of Madrid? Wander wisely with 
Madrid (MAD) Airfare Deals from carriers such as American Airline, Delta ...",https://www.travelocity.com/Cheap-Flights-To-Madrid.d178281.Travel-Guide-Flights,7
flights to madrid,Cheap Flights to Madrid (MAD) from $119 | momondo,"Our data shows that the cheapest Madrid flights are usually those with morning 
departure times. afternoon flights are often costlier. Madrid flight deals found on ...",https://www.momondo.com/flights/madrid,8
flights to madrid,Cheap Flights to Madrid Airport (MAD) from £45 Return | Madrid ...,"Flights to Madrid. We compare all major airlines and travel agents for cheap 
Madrid flights. Search and Save now at Skyscanner.net.",https://www.skyscanner.net/flights-to/mad/cheap-flights-to-madrid-airport.html,9
flights to madrid,Find flights to Madrid - American Airlines,"Find low-fare American Airlines flights to Madrid. Enjoy our travel experience and 
great prices. Book the lowest fares on Madrid flights today!",https://www.aa.com/en-us/flights-to-madrid,10
flights to johor bahru,"Airlines That Fly to Johor Bahru, JHB | Skyscanner","Find airlines with flights to Johor Bahru Airport, JHB. Compare all major airlines & 
travel agents to get the cheapest airfare to Johor Bahru at Skyscanner.com.",https://www.skyscanner.com/flights-to/jhb/airlines-that-fly-to-johor-bahru-airport.html,1
flights to johor bahru,Cheap Flights To Johor | AirAsia,"The sky isn't the limit; it's just the beginning. JHB-CAN. Guangzhou to. Johor 
Bahru.",https://www.airasia.com/flights/johor-malaysia,2
flights to johor bahru,Cheap Flights to Johor Bahru from RM69 Only! | Expedia Malaysia,"Looking for cheap air tickets to Johor Bahru in 2020? ✅ Compare prices on 
Expedia to get the best flight deals and promotions for Johor Bahru flights before 
you ...",https://www.expedia.com.my/Flights-To-Johor-Bahru.d6142145.Travel-Guide-Flights,3
flights to johor bahru,"Airlines ... - Senai International Airport, Johor Bahru, Malaysia","Official Senai Airport website - flight arrivals & departure, timetable, cargo, travel 
information, services and company information. A Malaysia airport located in ...",http://www.senaiairport.com/flight-info/airlines-destinations,4
flights to johor bahru,Cheap Flights to Johor Bahru from RM 66 - Cheapflights.com.my,"Currently, July is the cheapest month in which you can book a flight to Johor 
Bahru. Flying to Johor Bahru in December will prove the most costly. There are ...",https://www.cheapflights.com.my/flights-to-Johor-Bahru/,5
flights to johor bahru,Cheap flights from Johor Bahru at Skyscanner,"Compare low cost flights then book your airline tickets from Johor Bahru directly 
by clicking through to agency and airline sites. If your travel dates are flexible we
 ...",https://www.skyscanner.com.sg/flights-from/jhb/cheap-flights-from-johor-bahru-airport.html,6
flights to johor bahru,Cheap Flights to Johor Bahru (JHB) AU$948 in 2020 - Book Now ...,"Flights to Johor Bahru starting at AU$948. Compare cheap Johor Bahru airfare 
with Expedia.com.au and save big today.",https://www.expedia.com.au/Flights-To-Johor-Bahru.d6142145.Travel-Guide-Flights,7
flights to johor bahru,"Cheap flights to Johor Bahru (JHB), Malaysia | BudgetAir.com","Low fares to Kota Bharu. Best time to book and compare your cheapest flight on 
popular airlines such as Firefly, Malindo, and Malaysia Airlines. Compare ...",https://www.budgetair.com/en_my/flights/malaysia/johor-bahru,8
flights to johor bahru,Cheap Flights to Johor Bahru from S$ 169 - Cheapflights.com.sg,"The price you pay for your flight to Johor Bahru may vary depending on when you 
book. For the best chance of a lower fare, look to book 50 days in advance of ...",https://www.cheapflights.com.sg/flights-to-Johor-Bahru/,9
flights to johor bahru,"Senai International Airport, Johor Bahru, Malaysia - Home","Official Senai Airport website - flight arrivals & departure, timetable, cargo, travel 
information, services and company information. A Malaysia airport located in ...",https://www.senaiairport.com/,10
flights to johannesburg,"$66 Flights to Johannesburg, South Africa (JNB) - Tripadvisor","Book Cheap Flights to Johannesburg: Search and compare airfares on 
Tripadvisor to find the best flights for your trip to Johannesburg. Choose the best 
airline ...",https://www.tripadvisor.com/Flights-g312578-Johannesburg_Greater_Johannesburg_Gauteng-Cheap_Discount_Airfares.html,1
flights to johannesburg,"Cheap Flights to Johannesburg, Gauteng (JNB Airport) $617 in ...","Expedia.com lets you search across the largest number of airlines and 
Johannesburg flights, which means that you'll be able to find a great flight deal at 
the perfect ...",https://www.expedia.com/Cheap-Flights-To-Johannesburg.d6051471.Travel-Guide-Flights,2
flights to johannesburg,Cheap Flights to Johannesburg (JNB) from $616 - KAYAK,"Enter your preferred departure airport and travel dates into the search form above 
to unlock the latest Johannesburg flight deals. If you are booking flights to ...",https://www.kayak.com/flight-routes/United-States-US0/Johannesburg-OR-Tambo-JNB,3
flights to johannesburg,$573 Cheap Flights to Johannesburg O.R. Tambo in 2020 ...,"Find cheap flights to Johannesburg O.R. Tambo (JNB) in 2019 using 
Skyscanner's flight comparison tool. We compare all major airlines and travel 
agents for ...",https://www.skyscanner.com/flights-to/jnb/cheap-flights-to-johannesburg-o.r.-tambo-airport.html,4
flights to johannesburg,"Cheap Flights to Johannesburg, South Africa - Search Deals on ...","Find cheap flights to Johannesburg from $648. Search and compare the best real
-time prices for your round-trip, one-way, or last-minute flight to New York.",https://www.cheapflights.com/flights-to-johannesburg/,5
flights to johannesburg,Cheap Flights To Johannesburg: Compare All Tickets – Travelstart ...,"Compare multiple airlines & book cheap flights to Johannesburg at Travelstart: ✓ 
Lowest fares online ✓ Easy online booking - Book today!",https://www.travelstart.co.za/lp/cheap-flights-to-johannesburg,6
flights to johannesburg,Flights to Johannesburg : Best Fare Guarantee on Plane Tickets ...,"Explore Johannesburg, the largest city in South Africa. Find Delta flights to 
Johannesburg and discover famous theaters and botanical gardens.",https://www.delta.com/us/en/flight-deals/africa-flights/flights-to-johannesburg,7
flights to johannesburg,Cheap Flights to Johannesburg O.R. Tambo Airport (JNB) from £364 ...,"Flights to Johannesburg. We compare all major airlines and travel agents for 
cheap Johannesburg flights. Search and Save now at Skyscanner.net.",https://www.skyscanner.net/flights-to/jnb/cheap-flights-to-johannesburg-o.r.-tambo-airport.html,8
flights to johannesburg,Cheap Flights to Johannesburg from R1 486 - Cheapflights.co.za,"The simple way to find cheap flights to Johannesburg. Quick and easy, 
cheapflights.co.za finds the lowest prices for Johannesburg flights.",https://www.cheapflights.co.za/flights-to-Johannesburg/,9
flights to johannesburg,Cheap flights to Johannesburg O.R. Tambo at Skyscanner,"Find cheap flights to Johannesburg O.R. Tambo using Skyscanner. We compare 
hundreds of airlines and travel agents in one search and help you get the best ...",https://www.skyscanner.ie/flights-to/jnb/cheap-flights-to-johannesburg-o.r.-tambo-airport.html,10
flights to riyadh,"Cheap Flights to Riyadh, Riyadh (RUH Airport) $718 in 2020 | Expedia","Looking for cheap flights to Riyadh from airlines such as American Airlines, Delta, 
United, JetBlue, Frontier, and more? Compare prices on Expedia to get the ...",https://www.expedia.com/Cheap-Flights-To-Riyadh.d3051.Travel-Guide-Flights,1
flights to riyadh,$739 Cheap Flights to Riyadh in 2020 | Skyscanner,"Find cheap flights to Riyadh (RUH) in 2019 using Skyscanner's flight comparison 
tool. We compare all major airlines and travel agents for flights to Riyadh with ...",https://www.skyscanner.com/flights-to/ruh/cheap-flights-to-riyadh-airport.html,2
flights to riyadh,Cheap Flights to Riyadh (RUH) from $846 - KAYAK,"Find flights to Riyadh on Turkish Airlines, Etihad Airways, Lufthansa and more. 
Fly round-trip from Washington from $846, from New York from $867, from Los ...",https://www.kayak.com/flight-routes/United-States-US0/Riyadh-King-Khaled-Intl-RUH,3
flights to riyadh,"Cheap Flights to Riyadh, Saudi Arabia - Search Deals on Airfare to ...","Looking for cheap flights to Riyadh, Saudi Arabia from your destination? Search 
for airfare and flight ticket deals at cheapflights.com and book your next flight ...",https://www.cheapflights.com/flights-to-riyadh/,4
flights to riyadh,"$132 Flights to Riyadh, Saudi Arabia (RUH) - Tripadvisor","Book Cheap Flights to Riyadh: Search and compare airfares on Tripadvisor to 
find the best flights for your trip to Riyadh. Choose the best airline for you by ...",https://www.tripadvisor.com/Flights-g293995-Riyadh_Riyadh_Province-Cheap_Discount_Airfares.html,5
flights to riyadh,Flights to Riyadh (RUH) | Emirates United States,"Book a flight to Riyadh today. Free Wi-Fi, comfortable seats, and award-winning 
entertainment—all part of the Emirates experience. - Emirates United States.",https://www.emirates.com/us/english/destinations/flights-to-riyadh.aspx,6
flights to riyadh,Flights to Riyadh - Get United's Best Fares Today - United Airlines,"Find flights to Riyadh with United. Discover a modern travel experience featuring 
premium cabins and speedy Wi-Fi.",https://www.united.com/en-us/flights-to-riyadh,7
flights to riyadh,Cheap Flights to Riyadh Airport (RUH) from £290 Return | Riyadh ...,"Flights to Riyadh. We compare all major airlines and travel agents for cheap 
Riyadh flights. Search and Save now at Skyscanner.net.",https://www.skyscanner.net/flights-to/ruh/cheap-flights-to-riyadh-airport.html,8
flights to riyadh,Can I Fly to Riyadh? Emirates Air to Limit Access to Saudi Arabia ...,"Feb 27, 2020 ... Emirates, which gets 60% of its Middle East revenue from Saudi Arabia, has to 
stop flying tourists from more than 20 countries to the kingdom to ...",https://www.bloomberg.com/news/articles/2020-02-27/emirates-to-limit-access-to-its-biggest-mideast-market-on-virus,9
flights to riyadh,Flight to Riyadh - Cheap flights to Saudi arabia | Air France USA,"Air France provides economy and business class flights to the capital, online 
reservation from New York to King Khalid international airport, Riyadh. Upon 
arrival, ...",https://www.airfrance.us/US/en/local/destinations/flight-riyadh.htm,10
